Country,League,game_id,Season,Date,Time,Home,home_id,Away,Away_id,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Brazil,Serie A,1146,2015,10-05-15,20:00,Cruzeiro,12,Corinthians,12,0,1,2,2.84,3.24,2.74,2.95,3.3,2.83,2.76,3.09,2.57
Brazil,Serie A,1147,2015,10-05-15,20:00,Sao Paulo,26,Flamengo RJ,26,2,1,1,2.23,3.38,3.6,2.25,3.5,3.66,2.12,3.23,3.39
Brazil,Serie A,1148,2015,10-05-15,20:00,Sport Recife,27,Figueirense,27,4,1,1,1.71,3.66,5.91,1.85,3.78,5.91,1.71,3.46,4.97
Brazil,Serie A,1149,2015,10-05-15,22:30,Avai,5,Santos,5,1,1,0,3.82,3.47,2.11,3.92,3.49,2.22,3.43,3.27,2.09
Brazil,Serie A,1150,2015,10-05-15,22:30,Vasco,28,Goias,28,0,0,0,1.66,3.72,6.46,1.75,3.85,6.46,1.65,3.53,5.44
Brazil,Serie A,1151,2015,16-05-15,22:30,Coritiba,10,Gremio,10,2,0,1,2.6,3.18,3.06,2.79,3.25,3.11,2.54,3.02,2.87
Brazil,Serie A,1152,2015,16-05-15,22:30,Goias,16,Atletico-PR,16,2,0,1,2.3,3.21,3.6,2.31,3.3,3.64,2.23,3.1,3.3
Brazil,Serie A,1153,2015,17-05-15,1:00,Corinthians,9,Chapecoense-SC,9,1,0,1,1.71,3.68,5.95,1.72,4.1,7.3,1.6,3.59,5.93
Brazil,Serie A,1154,2015,17-05-15,15:00,Figueirense,13,Vasco,13,0,0,0,2.58,3.18,3.08,2.7,3.25,3.08,2.5,3.08,2.87
Brazil,Serie A,1155,2015,17-05-15,20:00,Atletico-MG,3,Fluminense,3,4,1,1,2.04,3.43,4.1,2.2,3.65,4.25,1.99,3.3,3.72
Brazil,Serie A,1156,2015,17-05-15,20:00,Flamengo RJ,14,Sport Recife,14,2,2,0,1.68,3.89,5.7,1.68,4,6.5,1.62,3.66,5.47
Brazil,Serie A,1157,2015,17-05-15,20:00,Santos,25,Cruzeiro,25,1,0,1,1.88,3.57,4.7,1.91,3.6,4.73,1.82,3.4,4.3
Brazil,Serie A,1158,2015,17-05-15,22:30,Internacional,18,Avai,18,1,0,1,1.76,3.9,5.01,1.8,4,6.78,1.65,3.68,5.26
Brazil,Serie A,1159,2015,17-05-15,22:30,Joinville,19,Palmeiras,19,0,0,0,3.3,3.21,2.43,3.33,3.5,2.5,3.09,3.11,2.33
Brazil,Serie A,1160,2015,17-05-15,22:30,Ponte Preta,22,Sao Paulo,22,1,0,1,3.11,3.25,2.53,3.4,3.34,2.53,2.99,3.14,2.37
Brazil,Serie A,1161,2015,23-05-15,22:30,Sao Paulo,26,Joinville,26,3,0,1,1.48,4.21,8.78,1.48,4.4,9.4,1.43,4,8.07
Brazil,Serie A,1162,2015,23-05-15,22:30,Vasco,28,Internacional,28,1,1,0,1.89,3.46,4.81,1.9,3.7,5.4,1.8,3.37,4.56
Brazil,Serie A,1163,2015,24-05-15,1:00,Gremio,17,Figueirense,17,1,0,1,1.53,4.1,7.9,1.56,4.11,8.22,1.5,3.79,7.08
Brazil,Serie A,1164,2015,24-05-15,15:00,Palmeiras,21,Goias,21,0,1,2,1.63,3.91,6.64,1.63,4.1,7.5,1.53,3.76,6.54
Brazil,Serie A,1165,2015,24-05-15,20:00,Atletico-PR,4,Atletico-MG,4,1,0,1,3.68,3.35,2.2,3.72,3.5,2.3,3.34,3.25,2.14
Brazil,Serie A,1166,2015,24-05-15,20:00,Avai,5,Flamengo RJ,5,2,1,1,2.96,3.16,2.73,2.96,3.2,2.9,2.64,3.06,2.71
Brazil,Serie A,1167,2015,24-05-15,20:00,Chapecoense-SC,8,Santos,8,1,0,1,2.81,3.17,2.83,2.81,3.4,2.86,2.63,3.1,2.69
Brazil,Serie A,1168,2015,24-05-15,20:00,Fluminense,15,Corinthians,15,0,0,0,2.77,3.17,2.87,2.82,3.25,3,2.6,3.05,2.76
Brazil,Serie A,1169,2015,24-05-15,22:30,Cruzeiro,12,Ponte Preta,12,1,1,0,2.39,3.34,3.25,2.39,3.6,3.8,2.22,3.21,3.21
Brazil,Serie A,1170,2015,24-05-15,22:30,Sport Recife,27,Coritiba,27,1,0,1,1.82,3.57,5.1,2,3.68,5.1,1.82,3.38,4.41
Brazil,Serie A,1171,2015,30-05-15,22:30,Coritiba,10,Avai,10,1,2,2,1.69,3.74,5.95,1.75,3.8,5.95,1.69,3.52,5.13
Brazil,Serie A,1172,2015,30-05-15,22:30,Ponte Preta,22,Chapecoense-SC,22,3,1,1,1.9,3.58,4.53,1.92,3.7,5,1.82,3.4,4.35
Brazil,Serie A,1173,2015,31-05-15,1:00,Joinville,19,Atletico-PR,19,1,2,2,2.41,3.26,3.3,2.47,3.35,3.3,2.33,3.08,3.11
Brazil,Serie A,1174,2015,31-05-15,15:00,Santos,25,Sport Recife,25,2,2,0,1.53,4.32,7.2,1.57,4.33,7.5,1.52,3.91,6.33
Brazil,Serie A,1175,2015,31-05-15,20:00,Atletico-MG,3,Vasco,3,3,0,1,1.42,4.79,8.92,1.5,4.79,9.2,1.41,4.24,7.79
Brazil,Serie A,1176,2015,31-05-15,20:00,Corinthians,9,Palmeiras,9,0,2,2,2.11,3.26,4.1,2.2,3.4,4.2,2.05,3.17,3.71
Brazil,Serie A,1177,2015,31-05-15,20:00,Goias,16,Gremio,16,1,1,0,2.92,3.1,2.77,2.92,3.2,2.87,2.72,2.97,2.69
Brazil,Serie A,1178,2015,31-05-15,20:00,Internacional,18,Sao Paulo,18,0,0,0,2.48,3.34,3.09,2.6,3.35,3.2,2.35,3.17,3.03
Brazil,Serie A,1179,2015,31-05-15,22:30,Figueirense,13,Cruzeiro,13,2,1,1,3.02,3.22,2.61,3.1,3.25,2.62,2.91,3.08,2.47
Brazil,Serie A,1180,2015,31-05-15,22:30,Flamengo RJ,14,Fluminense,14,2,3,2,2.4,3.33,3.25,2.5,3.37,3.26,2.35,3.15,3.03
Brazil,Serie A,1181,2015,03-06-15,23:30,Atletico-PR,4,Figueirense,4,1,0,1,1.65,3.66,6.83,1.75,3.95,7.3,1.64,3.48,5.73
Brazil,Serie A,1182,2015,03-06-15,23:30,Chapecoense-SC,8,Joinville,8,2,0,1,1.65,3.73,6.65,1.7,3.78,6.65,1.65,3.52,5.46
Brazil,Serie A,1183,2015,03-06-15,23:30,Vasco,28,Ponte Preta,28,0,3,2,2.44,3.28,3.25,2.65,3.4,3.3,2.41,3.11,2.98
Brazil,Serie A,1184,2015,04-06-15,1:00,Sao Paulo,26,Santos,26,3,2,1,1.9,3.64,4.45,1.95,3.8,4.85,1.86,3.38,4.16
Brazil,Serie A,1185,2015,04-06-15,2:00,Avai,5,Atletico-MG,5,1,4,2,3.95,3.61,2.03,4.55,3.65,2.06,3.73,3.35,1.97
Brazil,Serie A,1186,2015,04-06-15,2:00,Cruzeiro,12,Flamengo RJ,12,1,0,1,1.93,3.55,4.49,1.94,3.85,4.85,1.83,3.41,4.26
Brazil,Serie A,1187,2015,04-06-15,2:00,Gremio,17,Corinthians,17,3,1,1,2.19,3.15,4.01,2.25,3.4,4.01,2.11,3.06,3.66
Brazil,Serie A,1188,2015,04-06-15,20:00,Fluminense,15,Coritiba,15,2,0,1,1.83,3.52,5.15,1.85,3.9,5.6,1.74,3.43,4.85
Brazil,Serie A,1189,2015,05-06-15,1:00,Palmeiras,21,Internacional,21,1,1,0,1.88,3.61,4.68,1.95,3.85,4.7,1.87,3.38,4.1
Brazil,Serie A,1190,2015,05-06-15,1:00,Sport Recife,27,Goias,27,1,0,1,1.76,3.53,5.71,1.92,3.6,5.71,1.75,3.38,4.81
Brazil,Serie A,1191,2015,06-06-15,22:30,Atletico-MG,3,Cruzeiro,3,1,3,2,1.69,3.97,5.46,1.69,4,6.2,1.63,3.7,5.22
Brazil,Serie A,1192,2015,06-06-15,22:30,Flamengo RJ,14,Chapecoense-SC,14,1,0,1,1.82,3.56,5.14,1.83,3.7,5.3,1.74,3.43,4.79
Brazil,Serie A,1193,2015,06-06-15,22:30,Santos,25,Ponte Preta,25,2,2,0,1.98,3.47,4.27,1.99,3.6,4.4,1.92,3.31,4.02
Brazil,Serie A,1194,2015,07-06-15,2:00,Atletico-PR,4,Vasco,4,2,0,1,1.67,3.85,5.99,1.73,3.95,6.6,1.64,3.57,5.51
Brazil,Serie A,1195,2015,07-06-15,2:00,Joinville,19,Corinthians,19,0,1,2,4.41,3.21,2.05,4.41,3.3,2.18,3.84,3.09,2.04
Brazil,Serie A,1196,2015,07-06-15,2:00,Sao Paulo,26,Gremio,26,2,0,1,1.81,3.45,5.44,1.83,3.68,5.44,1.77,3.37,4.76
Brazil,Serie A,1197,2015,07-06-15,15:00,Internacional,18,Coritiba,18,2,0,1,1.67,3.85,6.05,1.67,3.85,6.5,1.6,3.63,5.74
Brazil,Serie A,1198,2015,07-06-15,23:30,Figueirense,13,Palmeiras,13,2,1,1,3.42,3.32,2.32,3.5,3.32,2.35,3.22,3.11,2.26
Brazil,Serie A,1199,2015,07-06-15,23:30,Fluminense,15,Sport Recife,15,0,0,0,1.7,3.79,5.73,1.75,3.79,6.2,1.68,3.53,5.11
Brazil,Serie A,1200,2015,07-06-15,23:30,Goias,16,Avai,16,0,1,2,1.82,3.53,5.23,1.84,3.53,5.6,1.78,3.32,4.74
Brazil,Serie A,1201,2015,10-06-15,23:30,Atletico-MG,3,Santos,3,2,2,0,1.53,4.58,6.61,1.56,4.65,7.5,1.5,4.23,6.04
Brazil,Serie A,1202,2015,13-06-15,20:30,Chapecoense-SC,8,Sao Paulo,8,0,1,2,2.7,3.12,2.99,2.85,3.2,2.99,2.62,3.01,2.76
Brazil,Serie A,1203,2015,13-06-15,20:30,Corinthians,9,Internacional,9,2,1,1,1.71,3.66,5.92,1.88,3.66,5.92,1.75,3.37,4.94
Brazil,Serie A,1204,2015,13-06-15,20:30,Coritiba,10,Flamengo RJ,10,0,1,2,2.76,3.2,2.85,2.83,3.2,3,2.6,3.04,2.75
Brazil,Serie A,1205,2015,14-06-15,1:00,Sport Recife,27,Joinville,27,2,1,1,1.62,3.94,6.49,1.7,3.94,6.95,1.58,3.66,5.92
Brazil,Serie A,1206,2015,14-06-15,1:00,Vasco,28,Cruzeiro,28,1,3,2,3.22,3.22,2.48,3.3,3.4,2.7,2.92,3.07,2.46
Brazil,Serie A,1207,2015,14-06-15,15:00,Ponte Preta,22,Goias,22,0,0,0,1.6,3.91,7,1.65,4.25,7,1.58,3.7,5.84
Brazil,Serie A,1208,2015,14-06-15,20:00,Avai,5,Figueirense,5,1,1,0,2.13,3.33,3.91,2.2,3.33,4,2.06,3.17,3.65
Brazil,Serie A,1209,2015,14-06-15,20:00,Gremio,17,Atletico-PR,17,2,1,1,1.69,3.72,6.09,1.8,3.72,6.09,1.68,3.49,5.22
Brazil,Serie A,1210,2015,14-06-15,20:00,Palmeiras,21,Fluminense,21,2,1,1,1.85,3.54,4.99,1.99,3.6,5.11,1.78,3.37,4.63
Brazil,Serie A,1211,2015,19-06-15,1:00,Figueirense,13,Internacional,13,0,0,0,2.88,3.21,2.73,3,3.25,2.74,2.82,3.04,2.56
Brazil,Serie A,1212,2015,20-06-15,20:30,Flamengo RJ,14,Atletico-MG,14,0,2,2,2.56,3.44,2.91,2.7,3.44,2.93,2.52,3.22,2.71
Brazil,Serie A,1213,2015,20-06-15,20:30,Santos,25,Corinthians,25,1,0,1,2.28,3.3,3.53,2.45,3.35,3.53,2.28,3.13,3.19
Brazil,Serie A,1214,2015,20-06-15,20:30,Sport Recife,27,Vasco,27,2,1,1,1.79,3.74,5,1.81,3.86,6.1,1.71,3.49,4.96
Brazil,Serie A,1215,2015,21-06-15,1:00,Gremio,17,Palmeiras,17,1,0,1,2.02,3.45,4.15,2.1,3.45,4.18,2.02,3.22,3.75
Brazil,Serie A,1216,2015,21-06-15,15:00,Cruzeiro,12,Chapecoense-SC,12,0,1,2,1.62,3.92,6.53,1.64,4.1,6.58,1.57,3.68,6.14
Brazil,Serie A,1217,2015,21-06-15,20:00,Atletico-PR,4,Coritiba,4,2,2,0,1.96,3.4,4.52,1.99,3.55,5.1,1.9,3.24,4.19
Brazil,Serie A,1218,2015,21-06-15,20:00,Joinville,19,Goias,19,2,1,1,2.39,3.12,3.49,2.42,3.25,3.6,2.26,3.01,3.3
Brazil,Serie A,1219,2015,21-06-15,20:00,Sao Paulo,26,Avai,26,1,1,0,1.53,4.53,6.69,1.53,4.55,8,1.47,4.1,6.64
Brazil,Serie A,1220,2015,24-06-15,23:30,Fluminense,15,Ponte Preta,15,2,0,1,2.03,3.42,4.16,2.3,3.5,4.27,2.05,3.22,3.67
Brazil,Serie A,1221,2015,27-06-15,20:00,Avai,5,Gremio,5,1,2,2,3.5,3.22,2.34,3.5,3.25,2.55,3.15,3.06,2.32
Brazil,Serie A,1222,2015,27-06-15,20:00,Chapecoense-SC,8,Sport Recife,8,1,1,0,2.04,3.39,4.19,2.06,3.4,4.5,1.94,3.23,3.98
Brazil,Serie A,1223,2015,28-06-15,1:00,Corinthians,9,Figueirense,9,2,1,1,1.53,4.14,7.8,1.55,4.25,8.8,1.49,3.79,7.25
Brazil,Serie A,1224,2015,28-06-15,15:00,Atletico-MG,3,Joinville,3,1,0,1,1.23,6.52,16.59,1.25,6.9,16.85,1.22,5.81,12.55
Brazil,Serie A,1225,2015,28-06-15,20:00,Coritiba,10,Cruzeiro,10,1,0,1,2.78,3.27,2.78,2.95,3.3,2.78,2.74,3.11,2.57
Brazil,Serie A,1226,2015,28-06-15,20:00,Goias,16,Fluminense,16,1,2,2,2.41,3.2,3.36,2.53,3.34,3.4,2.3,3.06,3.19
Brazil,Serie A,1227,2015,28-06-15,20:00,Palmeiras,21,Sao Paulo,21,4,0,1,2.17,3.38,3.74,2.36,3.4,3.74,2.16,3.18,3.41
Brazil,Serie A,1228,2015,28-06-15,20:00,Ponte Preta,22,Atletico-PR,22,2,1,1,1.92,3.58,4.45,1.92,3.65,4.9,1.84,3.43,4.23
Brazil,Serie A,1229,2015,28-06-15,22:30,Internacional,18,Santos,18,1,0,1,2.14,3.41,3.77,2.15,3.41,4.45,2.04,3.25,3.65
Brazil,Serie A,1230,2015,28-06-15,22:30,Vasco,28,Flamengo RJ,28,1,0,1,3.95,3.28,2.14,4.2,3.4,2.23,3.66,3.21,2.05
Brazil,Serie A,1231,2015,01-07-15,23:30,Sport Recife,27,Internacional,27,3,0,1,2.03,3.41,4.18,2.05,3.75,4.7,1.96,3.29,3.87
Brazil,Serie A,1232,2015,01-07-15,23:30,Vasco,28,Avai,28,1,0,1,1.85,3.59,4.82,2.07,3.7,4.82,1.88,3.38,4.09
Brazil,Serie A,1233,2015,02-07-15,1:00,Atletico-MG,3,Coritiba,3,2,0,1,1.36,5.15,10.15,1.36,5.5,11,1.33,4.82,8.74
Brazil,Serie A,1234,2015,02-07-15,1:00,Palmeiras,21,Chapecoense-SC,21,2,0,1,1.58,3.98,7,1.67,4.06,7,1.55,3.77,6.16
Brazil,Serie A,1235,2015,02-07-15,2:00,Atletico-PR,4,Sao Paulo,4,2,1,1,2.27,3.37,3.46,2.5,3.4,3.46,2.29,3.14,3.15
Brazil,Serie A,1236,2015,02-07-15,2:00,Gremio,17,Cruzeiro,17,1,0,1,2.02,3.41,4.22,2.02,3.44,5.3,1.89,3.3,4.14
Brazil,Serie A,1237,2015,02-07-15,2:00,Joinville,19,Flamengo RJ,19,0,1,2,3.48,3.15,2.38,3.56,3.35,2.55,3.15,3.05,2.34
Brazil,Serie A,1238,2015,02-07-15,23:30,Corinthians,9,Ponte Preta,9,2,0,1,1.79,3.58,5.3,1.82,3.58,6,1.76,3.37,4.82
Brazil,Serie A,1239,2015,02-07-15,23:30,Figueirense,13,Goias,13,3,1,1,2.21,3.15,3.91,2.24,3.4,4,2.14,3.05,3.6
Brazil,Serie A,1240,2015,03-07-15,1:00,Fluminense,15,Santos,15,2,1,1,2.22,3.45,3.52,2.3,3.45,3.9,2.17,3.26,3.31
Brazil,Serie A,1241,2015,04-07-15,19:00,Coritiba,10,Joinville,10,0,0,0,1.68,3.59,6.48,1.7,3.7,6.9,1.64,3.49,5.67
Brazil,Serie A,1242,2015,05-07-15,1:00,Chapecoense-SC,8,Vasco,8,1,0,1,1.79,3.47,5.65,1.95,3.5,5.68,1.8,3.28,4.72
Brazil,Serie A,1243,2015,05-07-15,1:00,Cruzeiro,12,Atletico-PR,12,2,0,1,1.74,3.67,5.42,1.76,3.67,5.69,1.68,3.52,5.15
Brazil,Serie A,1244,2015,05-07-15,15:00,Avai,5,Sport Recife,5,2,2,0,2.32,3.34,3.39,2.5,3.35,3.39,2.29,3.17,3.09
Brazil,Serie A,1245,2015,05-07-15,20:00,Goias,16,Corinthians,16,0,0,0,3.11,3.08,2.64,3.25,3.2,2.64,3.02,2.92,2.5
Brazil,Serie A,1246,2015,05-07-15,20:00,Santos,25,Gremio,25,1,3,2,2.2,3.44,3.58,2.25,3.44,3.85,2.15,3.21,3.36
Brazil,Serie A,1247,2015,05-07-15,20:00,Sao Paulo,26,Fluminense,26,0,0,0,1.71,3.81,5.63,1.75,3.81,5.63,1.7,3.56,4.88
Brazil,Serie A,1248,2015,05-07-15,22:30,Flamengo RJ,14,Figueirense,14,1,2,2,1.59,4.01,6.75,1.61,4.03,7.7,1.55,3.69,6.42
Brazil,Serie A,1249,2015,05-07-15,22:30,Internacional,18,Atletico-MG,18,1,3,2,2.42,3.53,3.04,2.6,3.53,3.13,2.41,3.29,2.83
Brazil,Serie A,1250,2015,05-07-15,22:30,Ponte Preta,22,Palmeiras,22,0,2,2,4.06,3.54,2.02,4.33,3.64,2.15,3.88,3.33,1.94
Brazil,Serie A,1251,2015,08-07-15,23:30,Chapecoense-SC,8,Gremio,8,1,0,1,2.83,3.06,2.86,3.02,3.1,2.86,2.73,2.93,2.74
Brazil,Serie A,1252,2015,08-07-15,23:30,Coritiba,10,Ponte Preta,10,0,0,0,2.27,3.28,3.56,2.44,3.3,3.75,2.18,3.14,3.37
Brazil,Serie A,1253,2015,08-07-15,23:30,Goias,16,Santos,16,4,1,1,2.56,3.26,3.06,2.71,3.26,3.26,2.48,3.02,2.93
Brazil,Serie A,1254,2015,09-07-15,1:00,Figueirense,13,Joinville,13,0,2,2,1.79,3.46,5.66,1.8,3.76,5.66,1.75,3.34,4.86
Brazil,Serie A,1255,2015,09-07-15,1:00,Palmeiras,21,Avai,21,3,0,1,1.38,4.93,9.63,1.42,4.96,11,1.37,4.4,8.54
Brazil,Serie A,1256,2015,09-07-15,2:00,Atletico-MG,3,Sport Recife,3,2,1,1,1.39,5.01,9.41,1.45,5.01,9.41,1.39,4.43,7.72
Brazil,Serie A,1257,2015,09-07-15,2:00,Internacional,18,Flamengo RJ,18,1,2,2,2.02,3.48,4.14,2.02,3.48,4.5,1.96,3.29,3.88
Brazil,Serie A,1258,2015,09-07-15,2:00,Vasco,28,Sao Paulo,28,0,4,2,4.02,3.34,2.1,4.33,3.45,2.1,3.92,3.2,1.98
Brazil,Serie A,1259,2015,09-07-15,23:30,Corinthians,9,Atletico-PR,9,2,0,1,1.57,3.9,7.51,1.6,4.2,8,1.54,3.71,6.62
Brazil,Serie A,1260,2015,10-07-15,1:00,Fluminense,15,Cruzeiro,15,1,0,1,2.79,3.24,2.79,2.79,3.24,3,2.59,3.12,2.73
Brazil,Serie A,1261,2015,11-07-15,22:30,Gremio,17,Vasco,17,2,0,1,1.41,4.46,10.6,1.44,4.75,12,1.39,4.17,8.81
Brazil,Serie A,1262,2015,11-07-15,22:30,Santos,25,Figueirense,25,3,0,1,1.55,4.13,7.19,1.6,4.33,7.19,1.54,3.83,6.22
Brazil,Serie A,1263,2015,12-07-15,1:00,Ponte Preta,22,Atletico-MG,22,0,2,2,2.87,3.39,2.62,3.1,3.55,2.63,2.81,3.25,2.44
Brazil,Serie A,1264,2015,12-07-15,15:00,Sao Paulo,26,Coritiba,26,3,1,1,1.57,3.9,7.53,1.57,4.1,7.6,1.51,3.82,6.69
Brazil,Serie A,1265,2015,12-07-15,20:00,Atletico-PR,4,Fluminense,4,1,2,2,1.96,3.53,4.31,2.05,3.53,4.31,1.97,3.28,3.82
Brazil,Serie A,1266,2015,12-07-15,20:00,Cruzeiro,12,Goias,12,1,0,1,1.61,3.97,6.51,1.61,4,8.2,1.54,3.74,6.35
Brazil,Serie A,1267,2015,12-07-15,20:00,Flamengo RJ,14,Corinthians,14,0,3,2,2.5,3.15,3.26,2.6,3.2,3.33,2.42,2.98,3.08
Brazil,Serie A,1268,2015,12-07-15,20:00,Joinville,19,Internacional,19,0,2,2,2.36,3.17,3.51,2.38,3.3,3.7,2.26,3.07,3.26
Brazil,Serie A,1269,2015,12-07-15,22:30,Avai,5,Chapecoense-SC,5,2,1,1,2.74,3,3.06,2.8,3.2,3.1,2.54,2.95,2.91
Brazil,Serie A,1270,2015,12-07-15,22:30,Sport Recife,27,Palmeiras,27,2,2,0,2.52,3.31,3.07,2.55,3.31,3.25,2.42,3.21,2.87
Brazil,Serie A,1271,2015,18-07-15,22:30,Flamengo RJ,14,Gremio,14,1,0,1,2.37,3.15,3.5,2.51,3.2,3.5,2.28,3.02,3.29
Brazil,Serie A,1272,2015,18-07-15,22:30,Internacional,18,Goias,18,2,1,1,2.02,3.34,4.33,2.02,3.46,4.9,1.92,3.25,4.07
Brazil,Serie A,1273,2015,19-07-15,1:00,Corinthians,9,Atletico-MG,9,1,0,1,2.46,3.38,3.11,2.6,3.38,3.2,2.38,3.15,2.97
Brazil,Serie A,1274,2015,19-07-15,15:00,Atletico-PR,4,Chapecoense-SC,4,1,0,1,2.13,3.23,4.05,2.18,3.3,4.15,2.01,3.18,3.82
Brazil,Serie A,1275,2015,19-07-15,20:00,Figueirense,13,Coritiba,13,0,0,0,2.23,3.28,3.67,2.23,3.52,4.25,2.07,3.15,3.62
Brazil,Serie A,1276,2015,19-07-15,20:00,Fluminense,15,Vasco,15,1,2,2,1.68,3.85,5.91,1.8,3.92,6,1.68,3.53,5.11
Brazil,Serie A,1277,2015,19-07-15,20:00,Palmeiras,21,Santos,21,1,0,1,1.76,3.82,5.14,1.85,3.82,5.5,1.72,3.54,4.77
Brazil,Serie A,1278,2015,19-07-15,20:00,Sport Recife,27,Sao Paulo,27,2,0,1,2.42,3.42,3.13,2.45,3.42,3.2,2.34,3.21,2.99
Brazil,Serie A,1279,2015,19-07-15,22:30,Cruzeiro,12,Avai,12,1,1,0,1.46,4.71,7.82,1.46,4.75,9,1.41,4.27,7.6
Brazil,Serie A,1280,2015,19-07-15,22:30,Joinville,19,Ponte Preta,19,1,1,0,2.95,3.14,2.69,2.95,3.25,2.9,2.7,3.04,2.66
Brazil,Serie A,1281,2015,25-07-15,22:30,Avai,5,Atletico-PR,5,1,2,2,2.32,3.38,3.34,2.37,3.38,3.42,2.26,3.19,3.14
Brazil,Serie A,1282,2015,25-07-15,23:30,Gremio,17,Sport Recife,17,1,1,0,1.6,4.05,6.59,1.62,4.1,6.75,1.56,3.82,6.07
Brazil,Serie A,1283,2015,26-07-15,1:00,Atletico-MG,3,Figueirense,3,1,0,1,1.3,5.81,12.33,1.31,5.81,13.02,1.27,5.21,10.87
Brazil,Serie A,1284,2015,26-07-15,15:00,Chapecoense-SC,8,Fluminense,8,2,1,1,2.23,3.25,3.73,2.27,3.3,3.73,2.15,3.15,3.43
Brazil,Serie A,1285,2015,26-07-15,15:00,Santos,25,Joinville,25,2,0,1,1.61,4.04,6.45,1.61,4.1,8,1.55,3.78,6.14
Brazil,Serie A,1286,2015,26-07-15,20:00,Coritiba,10,Corinthians,10,1,1,0,2.88,3.12,2.79,3.02,3.2,2.79,2.84,3,2.59
Brazil,Serie A,1287,2015,26-07-15,20:00,Goias,16,Flamengo RJ,16,0,1,2,2.61,3.11,3.11,2.65,3.2,3.18,2.53,3.04,2.88
Brazil,Serie A,1288,2015,26-07-15,20:00,Ponte Preta,22,Internacional,22,0,0,0,2.3,3.26,3.53,2.3,3.31,3.9,2.13,3.18,3.48
Brazil,Serie A,1289,2015,26-07-15,20:00,Sao Paulo,26,Cruzeiro,26,1,0,1,2.04,3.47,4.15,2.1,3.47,4.15,2,3.28,3.78
Brazil,Serie A,1290,2015,26-07-15,22:30,Vasco,28,Palmeiras,28,1,4,2,3.11,3.33,2.48,3.24,3.45,2.51,2.96,3.12,2.4
Brazil,Serie A,1291,2015,30-07-15,2:00,Atletico-MG,3,Sao Paulo,3,3,1,1,1.64,4.02,5.99,1.75,4.02,5.99,1.65,3.65,5.17
Brazil,Serie A,1292,2015,30-07-15,2:00,Corinthians,9,Vasco,9,3,0,1,1.39,4.69,10.46,1.45,4.9,11,1.38,4.32,8.67
Brazil,Serie A,1293,2015,01-08-15,22:30,Fluminense,15,Gremio,15,1,0,1,2.2,3.17,3.83,2.3,3.34,3.83,2.15,3.11,3.49
Brazil,Serie A,1294,2015,02-08-15,15:00,Coritiba,10,Goias,10,1,1,0,2.03,3.27,4.4,2.03,3.4,4.7,1.93,3.19,4.14
Brazil,Serie A,1295,2015,02-08-15,15:00,Palmeiras,21,Atletico-PR,21,0,1,2,1.52,4.3,7.51,1.55,4.46,8.2,1.49,3.99,6.73
Brazil,Serie A,1296,2015,02-08-15,20:00,Figueirense,13,Ponte Preta,13,3,1,1,2.29,3.28,3.52,2.29,3.3,3.7,2.19,3.13,3.37
Brazil,Serie A,1297,2015,02-08-15,20:00,Flamengo RJ,14,Santos,14,2,2,0,2.02,3.44,4.18,2.04,3.44,4.65,1.91,3.34,4.01
Brazil,Serie A,1298,2015,02-08-15,20:00,Internacional,18,Chapecoense-SC,18,0,0,0,1.67,3.67,6.5,1.7,3.71,6.5,1.64,3.49,5.65
Brazil,Serie A,1299,2015,02-08-15,20:00,Joinville,19,Avai,19,2,0,1,2.55,3.24,3.09,2.55,3.25,3.26,2.39,3.09,3.02
Brazil,Serie A,1300,2015,02-08-15,22:30,Sport Recife,27,Cruzeiro,27,0,0,0,2.23,3.37,3.58,2.3,3.37,3.82,2.18,3.2,3.3
Brazil,Serie A,1301,2015,08-08-15,22:30,Avai,5,Fluminense,5,1,0,1,2.43,3.36,3.17,2.65,3.36,3.17,2.44,3.16,2.87
Brazil,Serie A,1302,2015,09-08-15,1:00,Santos,25,Coritiba,25,3,0,1,1.54,4.3,6.92,1.57,4.32,8,1.51,3.93,6.35
Brazil,Serie A,1303,2015,09-08-15,15:00,Atletico-PR,4,Sport Recife,4,1,1,0,1.79,3.65,5.2,1.91,3.7,5.5,1.79,3.41,4.52
Brazil,Serie A,1304,2015,09-08-15,15:00,Vasco,28,Joinville,28,0,0,0,1.89,3.43,4.86,1.91,3.5,4.98,1.84,3.26,4.46
Brazil,Serie A,1305,2015,09-08-15,20:00,Cruzeiro,12,Palmeiras,12,2,1,1,2.09,3.33,4.06,2.2,3.5,4.15,2.04,3.19,3.7
Brazil,Serie A,1306,2015,09-08-15,20:00,Goias,16,Atletico-MG,16,0,0,0,3.12,3.27,2.51,3.18,3.35,2.51,2.95,3.15,2.39
Brazil,Serie A,1307,2015,09-08-15,20:00,Ponte Preta,22,Flamengo RJ,22,1,0,1,2.66,3.29,2.89,2.8,3.29,2.89,2.58,3.1,2.75
Brazil,Serie A,1308,2015,09-08-15,20:00,Sao Paulo,26,Corinthians,26,1,1,0,2.42,3.1,3.45,2.57,3.2,3.45,2.32,3,3.22
Brazil,Serie A,1309,2015,09-08-15,22:30,Chapecoense-SC,8,Figueirense,8,2,2,0,1.93,3.22,5.1,1.95,3.48,5.1,1.86,3.2,4.45
